id,pool,sid,name,postal,province,address,city
a2t5o00000001GkAAI,Sobeys_Covid_Pool?,7243,FreshCo Lawrence/Midland - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M1P 2S1,Ontario,2650 Lawrence Avenue E,Scarborough
a2t5o00000001GlAAI,Sobeys_Covid_Pool?,7245,FreshCo Gerrard & Victoria - COVID - PFIZER 12+ YEARS OLD,M1N 1W8,Ontario,2490 Gerrard St. East,Scarborough
a2t5o00000001GmAAI,Sobeys_Covid_Pool?,7248,Sobeys Simcoe - COVID - MODERNA,N3Y 2X3,Ontario,438 Norfolk St,Simcoe
a2t5o00000001GnAAI,Sobeys_Covid_Pool?,7250,Sobeys Glendale & Merritt - COVID - MODERNA,L2T 0A1,Ontario,343 Glendale Ave,St. Catherines
a2t5o00000001GpAAI,Sobeys_Covid_Pool?,7215,Sobeys Vaughan - COVID - MODERNA,L4J 8W1,Ontario,9200 Bathurst Street,Thornhill
a2t5o00000001GqAAI,Sobeys_Covid_Pool?,7265,FreshCo 800 Steeles - COVID - MODERNA,L4J 1A2,Ontario,800 Steeles Ave W,Thornhill
a2t5o00000001GrAAI,Sobeys_Covid_Pool?,4293,Freshco Court Street - COVID - MODERNA,P7A 4T8,Ontario,70 North Court Street,Thunder Bay
a2t5o00000001GsAAI,Sobeys_Covid_Pool?,4811,Safeway Arthur Street - COVID - MODERNA,P7E 5P7,Ontario,115 West Arthur Street,Thunder Bay
a2t5o00000001GtAAI,Sobeys_Covid_Pool?,4812,Safeway Dawson Road - COVID - PFIZER 12+ YEARS OLD,P7B 6S7,Ontario,1015 Dawson Road,Thunder Bay
a2t5o00000001GuAAI,Sobeys_Covid_Pool?,7247,Sobeys Rosebury - COVID - MODERNA,M6B 3H3,Ontario,145 Marlee Avenue,Toronto
a2t5o00000001GvAAI,Sobeys_Covid_Pool?,7271,Sobeys Belfield Long Term Care - COVID - PFIZER 12+ YEARS OLD,M9W 1G1,Ontario,124 Belfield Rd. Unit 2,Toronto
a2t5o00000001GwAAI,Sobeys_Covid_Pool?,7275,FreshCo Bathurst & Nassau - COVID - MODERNA,M5T 2S6,Ontario,410 Bathurst St,Toronto
a2t5o00000001GxAAI,Sobeys_Covid_Pool?,7235,Foodland Tottenham - COVID - MODERNA,L0G 1W0,Ontario,260 Queen Street North,Tottenham
a2t5o00000001DyAAI,Sobeys_Covid_Pool?,7264,FreshCo Woodbridge - COVID - MODERNA,L4H 0A2,Ontario,3737 Major MacKenzie Dr,Vaughan
a2t5o00000001DzAAI,Sobeys_Covid_Pool?,7218,Sobeys Waterloo - COVID - MODERNA,N2T 2W1,Ontario,450 Columbia Street W ,Waterloo
a2t5o00000001E0AAI,Sobeys_Covid_Pool?,7239,Sobeys Bridgeport - COVID - MODERNA,N2J 2J9,Ontario,94 Bridgeport Road E,Waterloo
a2t5o00000001E1AAI,Sobeys_Covid_Pool?,7273,Sobeys Northfield - COVID - MODERNA,N2L 0C7,Ontario,640 Parkside Dr,Waterloo
a2t5o00000001E2AAI,Sobeys_Covid_Pool?,7226,Sobeys Whitby - COVID - MODERNA,L1N 2L1,Ontario,1615 Dundas Street E.,Whitby
a2t5o000000023PAAQ,Sobeys_Covid_Pool?,7245,FreshCo Gerrard & Victoria - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M1N 1W8,Ontario,2490 Gerrard St. East,Scarborough
a2t5o000000023UAAQ,Sobeys_Covid_Pool?,7247,Sobeys Rosebury - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M6B 3H3,Ontario,145 Marlee Avenue,Toronto
a2t5o00000002B2AAI,Sobeys_Covid_Pool?,7203,Sobeys Ajax - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L1T 4E4,Ontario,260 Kingston Road W,Ajax
a2t5o00000002B3AAI,Sobeys_Covid_Pool?,7213,Sobeys Ancaster - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L9K 1K1,Ontario,977 Golf Links Road,Ancaster
a2t5o00000002B4AAI,Sobeys_Covid_Pool?,7214,Sobeys Aurora - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4G 7J1,Ontario,15500 Bayview Avenue,Aurora
a2t5o00000002B5AAI,Sobeys_Covid_Pool?,7246,Sobeys Bradford - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L3Z 3B8,Ontario,40 Melbourne Drive,Bradford
a2t5o00000002B6AAI,Sobeys_Covid_Pool?,7221,Sobeys Brampton - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L6Y 0J2,Ontario,8975 Chinguacousy Road,Brampton
a2t5o00000002B7AAI,Sobeys_Covid_Pool?,7511,FreshCo 50 - Cottrelle - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L6P 2R1,Ontario,3998 Cottrelle Boulevard,Brampton
a2t5o00000002B8AAI,Sobeys_Covid_Pool?,7269,Sobeys Burlington - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L7P 1X8,Ontario,1250 Brant St,Burlington
a2t5o00000002B9AAI,Sobeys_Covid_Pool?,7268,FreshCo Ninth and Marlborough - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K6H 0A3,Ontario,525 Ninth St. East,Cornwall
a2t5o00000002BAAAY,Sobeys_Covid_Pool?,7217,Sobeys Kanata - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K2L 4H4,Ontario,700 Terry Fox Drive,Kanata
a2t5o00000002BBAAY,Sobeys_Covid_Pool?,7263,Sobeys March Road - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K2K 1X7,Ontario,840 March Road,Kanata
a2t5o00000002BCAAY,Sobeys_Covid_Pool?,7224,Sobeys Kitchener - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2E 4H9,Ontario,1187 Fischer Hallman Road,Kitchener
a2t5o00000002BDAAY,Sobeys_Covid_Pool?,7208,FreshCo Markham - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L3P 8M1,Ontario,9580 McCowan Road,Markham
a2t5o00000002BEAAY,Sobeys_Covid_Pool?,7272,Sobeys Milton - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L9T 8X3,Ontario,1035 Bronte St South,Milton
a2t5o00000002BFAAY,Sobeys_Covid_Pool?,7204,Sobeys Mississauga - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L5M 7L9,Ontario,5602 Tenth Line West,Mississauga
a2t5o00000002BGAAY,Sobeys_Covid_Pool?,7225,Sobeys Oakville - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L6J 4W3,Ontario,511 Maple Grove Drive,Oakville
a2t5o00000002BHAAY,Sobeys_Covid_Pool?,7230,Sobeys Glen Abbey - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L6M 3G3,Ontario,1500 Upper Middle Road,Oakville
a2t5o00000002BIAAY,Sobeys_Covid_Pool?,7508,Sobeys Trim/Innes - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K4A 0G4,Ontario,5150 Innes Road,Orleans
a2t5o00000002BKAAY,Sobeys_Covid_Pool?,7220,Sobeys Paris - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N3L 2N9,Ontario,307 Grand River Street N,Paris
a2t5o00000002BMAAY,Sobeys_Covid_Pool?,7244,Sobeys Jefferson Square - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4E 3N6,Ontario,11700 Yonge Street,Richmond Hill
a2t5o00000002BNAAY,Sobeys_Covid_Pool?,7250,Sobeys Glendale & Merritt - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L2T 0A1,Ontario,343 Glendale Ave,St. Catherines
a2t5o00000002BOAAY,Sobeys_Covid_Pool?,7215,Sobeys Vaughan - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4J 8W1,Ontario,9200 Bathurst Street,Thornhill
a2t5o00000002BPAAY,Sobeys_Covid_Pool?,7265,FreshCo 800 Steeles - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4J 1A2,Ontario,800 Steeles Ave W,Thornhill
a2t5o00000002BQAAY,Sobeys_Covid_Pool?,4293,Freshco Court Street - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,P7A 4T8,Ontario,70 North Court Street,Thunder Bay
a2t5o00000002BRAAY,Sobeys_Covid_Pool?,7264,FreshCo Woodbridge - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4H 0A2,Ontario,3737 Major MacKenzie Dr,Vaughan
a2t5o00000002BSAAY,Sobeys_Covid_Pool?,7218,Sobeys Waterloo - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2T 2W1,Ontario,450 Columbia Street W ,Waterloo
a2t5o00000002BTAAY,Sobeys_Covid_Pool?,7273,Sobeys Northfield - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2L 0C7,Ontario,640 Parkside Dr,Waterloo
a2t5o0000000XMJAA2,Sobeys_Covid_Pool?,7511,FreshCo 50 - Cottrelle - COVID - MODERNA,L6P 2R1,Ontario,3998 Cottrelle Boulevard,Brampton
a2t5o0000000XMdAAM,Sobeys_Covid_Pool?,7245,FreshCo Gerrard & Victoria - COVID - MODERNA,M1N 1W8,Ontario,2490 Gerrard St. East,Scarborough
a2t5o0000001c2QAAQ,Sobeys_Covid_Pool?,7214,Sobeys Aurora - COVID - PFIZER 12+ YEARS OLD,L4G 7J1,Ontario,15500 Bayview Avenue,Aurora
a2t5o0000000XMsAAM,Sobeys_Covid_Pool?,7243,FreshCo Lawrence/Midland - COVID - MODERNA,M1P 2S1,Ontario,2650 Lawrence Avenue E,Scarborough
a2t5o0000001c5oAAA,Sobeys_Covid_Pool?,7226,Sobeys Whitby - COVID - PFIZER 12+ YEARS OLD,L1N 2L1,Ontario,1615 Dundas Street E.,Whitby
a2t5o0000001c3xAAA,Sobeys_Covid_Pool?,7274,Sobeys Wonderland - COVID - PFIZER 12+ YEARS OLD,N6H 0H9,Ontario,661 Wonderland Rd. N,London
a2t5o0000001c3nAAA,Sobeys_Covid_Pool?,7224,Sobeys Kitchener - COVID - PFIZER 12+ YEARS OLD,N2E 4H9,Ontario,1187 Fischer Hallman Road,Kitchener
a2t5o0000001c47AAA,Sobeys_Covid_Pool?,7272,Sobeys Milton - COVID - PFIZER 12+ YEARS OLD,L9T 8X3,Ontario,1035 Bronte St South,Milton
a2t5o0000001c2uAAA,Sobeys_Covid_Pool?,7847,FreshCo Brantford - COVID - PFIZER 12+ YEARS OLD,N3S 2E3,Ontario,50 Market Street  South,Brantford
a2t5o0000001c5UAAQ,Sobeys_Covid_Pool?,7264,FreshCo Woodbridge - COVID - PFIZER 12+ YEARS OLD,L4H 0A2,Ontario,3737 Major MacKenzie Dr,Vaughan
a2t5o0000001c55AAA,Sobeys_Covid_Pool?,4293,Freshco Court Street - COVID - PFIZER 12+ YEARS OLD,P7A 4T8,Ontario,70 North Court Street,Thunder Bay
a2t5o0000001c2BAAQ,Sobeys_Covid_Pool?,7211,Sobeys Acton - COVID - PFIZER 12+ YEARS OLD,L7J 2Y5,Ontario,372 Queen Street East,Acton
a2t5o0000001c5PAAQ,Sobeys_Covid_Pool?,7235,Foodland Tottenham - COVID - PFIZER 12+ YEARS OLD,L0G 1W0,Ontario,260 Queen Street North,Tottenham
a2t5o0000001c2VAAQ,Sobeys_Covid_Pool?,7237,Sobeys Barrie(Molson Park) - COVID - PFIZER 12+ YEARS OLD,L4N 9H5,Ontario,37 Mapleview Drive West,Barrie
a2t5o0000001c5eAAA,Sobeys_Covid_Pool?,7239,Sobeys Bridgeport - COVID - PFIZER 12+ YEARS OLD,N2J 2J9,Ontario,94 Bridgeport Road E,Waterloo
a2t5o0000001c2aAAA,Sobeys_Covid_Pool?,7246,Sobeys Bradford - COVID - PFIZER 12+ YEARS OLD,L3Z 3B8,Ontario,40 Melbourne Drive,Bradford
a2t5o0000001c5AAAQ,Sobeys_Covid_Pool?,4811,Safeway Arthur Street - COVID - PFIZER 12+ YEARS OLD,P7E 5P7,Ontario,115 West Arthur Street,Thunder Bay
a2t5o0000001c1nAAA,Sobeys_Covid_Pool?,7230,Sobeys Glen Abbey - COVID - PFIZER 12+ YEARS OLD,L6M 3G3,Ontario,1500 Upper Middle Road,Oakville
a2t5o0000001c2GAAQ,Sobeys_Covid_Pool?,7203,Sobeys Ajax - COVID - PFIZER 12+ YEARS OLD,L1T 4E4,Ontario,260 Kingston Road W,Ajax
a2t5o0000001c5jAAA,Sobeys_Covid_Pool?,7273,Sobeys Northfield - COVID - PFIZER 12+ YEARS OLD,N2L 0C7,Ontario,640 Parkside Dr,Waterloo
a2t5o0000001c3dAAA,Sobeys_Covid_Pool?,7263,Sobeys March Road - COVID - PFIZER 12+ YEARS OLD,K2K 1X7,Ontario,840 March Road,Kanata
a2t5o0000001c3TAAQ,Sobeys_Covid_Pool?,7249,Sobeys Gravenhurst - COVID - PFIZER 12+ YEARS OLD,P1P 1K8,Ontario,225 Edward Street,Gravenhurst
a2t5o0000001c3sAAA,Sobeys_Covid_Pool?,7259,Sobeys Ira Needles - COVID - PFIZER 12+ YEARS OLD,N2N 0B2,Ontario,235 Ira Needles Blvd,Kitchener
a2t5o0000001c4RAAQ,Sobeys_Covid_Pool?,7508,Sobeys Trim/Innes - COVID - PFIZER 12+ YEARS OLD,K4A 0G4,Ontario,5150 Innes Road,Orleans
a2t5o0000001c4bAAA,Sobeys_Covid_Pool?,7223,Sobeys Peterborough - COVID - PFIZER 12+ YEARS OLD,K9J 2A1,Ontario,1200 Lansdowne Street W,Peterborough
a2t5o0000001c4qAAA,Sobeys_Covid_Pool?,7250,Sobeys Glendale & Merritt - COVID - PFIZER 12+ YEARS OLD,L2T 0A1,Ontario,343 Glendale Ave,St. Catherines
a2t5o0000001c3iAAA,Sobeys_Covid_Pool?,7212,Sobeys Highland - COVID - PFIZER 12+ YEARS OLD,N2M 3C5,Ontario,274 Highland Road West,Kitchener
a2t5o0000001c39AAA,Sobeys_Covid_Pool?,7506,Sobeys Chatham - COVID - PFIZER 12+ YEARS OLD,N7M 1W3,Ontario,215 Park Ave,Chatham
a2t5o0000001c5FAAQ,Sobeys_Covid_Pool?,7247,Sobeys Rosebury - COVID - PFIZER 12+ YEARS OLD,M6B 3H3,Ontario,145 Marlee Avenue,Toronto
a2t5o0000001c5yAAA,Sobeys_Covid_Pool?,7507,FreshCo Princess - COVID - PFIZER 12+ YEARS OLD,K7M 3G1,Ontario,2327 Princess Street,Kingston
a2t5o0000003hrYAAQ,Sobeys_Covid_Pool?,7235,Foodland Tottenham - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L0G 1W0,Ontario,260 Queen Street North,Tottenham
a2t5o0000003hsWAAQ,Sobeys_Covid_Pool?,4809,Safeway Fort Frances - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,P9A 1H3,Ontario,417 Scott Street,Fort Frances
a2t5o0000003hzqAAA,Sobeys_Covid_Pool?,7271,Sobeys Belfield Long Term Care - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M9W 1G1,Ontario,124 Belfield Rd. Unit 2,Toronto
a2t5o0000003hxRAAQ,Sobeys_Covid_Pool?,7240,FreshCo Georgetown - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L7G 4B3,Ontario,325 Guelph Street,Georgetown
a2t5o0000003hrTAAQ,Sobeys_Covid_Pool?,7222,Sobeys Etobicoke - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M8Y 1H6,Ontario,125 The Queensway,Etobicoke
a2t5o0000003hyeAAA,Sobeys_Covid_Pool?,7211,Sobeys Acton - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L7J 2Y5,Ontario,372 Queen Street East,Acton
a2t5o0000003huRAAQ,Sobeys_Covid_Pool?,4812,Safeway Dawson Road - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,P7B 6S7,Ontario,1015 Dawson Road,Thunder Bay
a2t5o0000003hzgAAA,Sobeys_Covid_Pool?,7239,Sobeys Bridgeport - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2J 2J9,Ontario,94 Bridgeport Road E,Waterloo
a2t5o0000003huMAAQ,Sobeys_Covid_Pool?,4811,Safeway Arthur Street - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,P7E 5P7,Ontario,115 West Arthur Street,Thunder Bay
a2t5o0000003hzIAAQ,Sobeys_Covid_Pool?,7248,Sobeys Simcoe - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N3Y 2X3,Ontario,438 Norfolk St,Simcoe
a2t5o0000003huhAAA,Sobeys_Covid_Pool?,7237,Sobeys Barrie(Molson Park) - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4N 9H5,Ontario,37 Mapleview Drive West,Barrie
a2t5o0000003hzbAAA,Sobeys_Covid_Pool?,7226,Sobeys Whitby - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L1N 2L1,Ontario,1615 Dundas Street E.,Whitby
a2t5o0000003i00AAA,Sobeys_Covid_Pool?,7274,Sobeys Wonderland - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N6H 0H9,Ontario,661 Wonderland Rd. N,London
a2t5o0000003hoRAAQ,Sobeys_Covid_Pool?,7249,Sobeys Gravenhurst - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,P1P 1K8,Ontario,225 Edward Street,Gravenhurst
a2t5o0000000XMTAA2,Sobeys_Covid_Pool?,7220,Sobeys Paris - COVID - MODERNA,N3L 2N9,Ontario,307 Grand River Street N,Paris
a2t5o0000000XMnAAM,Sobeys_Covid_Pool?,7216,Sobeys Lakeshore - COVID - MODERNA,N9K 1C7,Ontario,19 Amy Croft Drive,Lakeshore
a2t5o0000000XMiAAM,Sobeys_Covid_Pool?,4812,Safeway Dawson Road - COVID - MODERNA,P7B 6S7,Ontario,1015 Dawson Road,Thunder Bay
a2t5o0000000XMOAA2,Sobeys_Covid_Pool?,7217,Sobeys Kanata - COVID - MODERNA,K2L 4H4,Ontario,700 Terry Fox Drive,Kanata
a2t5o0000001c2fAAA,Sobeys_Covid_Pool?,7221,Sobeys Brampton - COVID - PFIZER 12+ YEARS OLD,L6Y 0J2,Ontario,8975 Chinguacousy Road,Brampton
a2t5o0000001c2gAAA,Sobeys_Covid_Pool?,7268,FreshCo Ninth and Marlborough - COVID - PFIZER 12+ YEARS OLD,K6H 0A3,Ontario,525 Ninth St. East,Cornwall
a2t5o0000001c3JAAQ,Sobeys_Covid_Pool?,4809,Safeway Fort Frances - COVID - PFIZER 12+ YEARS OLD,P9A 1H3,Ontario,417 Scott Street,Fort Frances
a2t5o0000001c3YAAQ,Sobeys_Covid_Pool?,7258,Sobeys Alcona Beach - COVID - PFIZER 12+ YEARS OLD,L9S 4Y8,Ontario,2080 Jans Boulevard,Innisfil
a2t5o0000001c50AAA,Sobeys_Covid_Pool?,7265,FreshCo 800 Steeles - COVID - PFIZER 12+ YEARS OLD,L4J 1A2,Ontario,800 Steeles Ave W,Thornhill
a2t5o0000001c4CAAQ,Sobeys_Covid_Pool?,7204,Sobeys Mississauga - COVID - PFIZER 12+ YEARS OLD,L5M 7L9,Ontario,5602 Tenth Line West,Mississauga
a2t5o0000001c2LAAQ,Sobeys_Covid_Pool?,7213,Sobeys Ancaster - COVID - PFIZER 12+ YEARS OLD,L9K 1K1,Ontario,977 Golf Links Road,Ancaster
a2t5o0000001c4HAAQ,Sobeys_Covid_Pool?,7225,Sobeys Oakville - COVID - PFIZER 12+ YEARS OLD,L6J 4W3,Ontario,511 Maple Grove Drive,Oakville
a2t5o0000001c3OAAQ,Sobeys_Covid_Pool?,7240,FreshCo Georgetown - COVID - PFIZER 12+ YEARS OLD,L7G 4B3,Ontario,325 Guelph Street,Georgetown
a2t5o0000001c4gAAA,Sobeys_Covid_Pool?,7244,Sobeys Jefferson Square - COVID - PFIZER 12+ YEARS OLD,L4E 3N6,Ontario,11700 Yonge Street,Richmond Hill
a2t5o0000001c4lAAA,Sobeys_Covid_Pool?,7248,Sobeys Simcoe - COVID - PFIZER 12+ YEARS OLD,N3Y 2X3,Ontario,438 Norfolk St,Simcoe
a2t5o0000001c4vAAA,Sobeys_Covid_Pool?,7215,Sobeys Vaughan - COVID - PFIZER 12+ YEARS OLD,L4J 8W1,Ontario,9200 Bathurst Street,Thornhill
a2t5o0000001c4MAAQ,Sobeys_Covid_Pool?,7234,Sobeys Orangeville - COVID - PFIZER 12+ YEARS OLD,L9W 5L1,Ontario,500 Riddell Road,Orangeville
a2t5o0000001c5KAAQ,Sobeys_Covid_Pool?,7275,FreshCo Bathurst & Nassau - COVID - PFIZER 12+ YEARS OLD,M5T 2S6,Ontario,410 Bathurst St,Toronto
a2t5o0000001c5ZAAQ,Sobeys_Covid_Pool?,7218,Sobeys Waterloo - COVID - PFIZER 12+ YEARS OLD,N2T 2W1,Ontario,450 Columbia Street W ,Waterloo
a2t5o0000001c2kAAA,Sobeys_Covid_Pool?,7276,FreshCo Mississauga & Financial - COVID - PFIZER 12+ YEARS OLD,L6Y 0E3,Ontario,Unit 11 - 8405 Financial Drive,Brampton
a2t5o0000001c34AAA,Sobeys_Covid_Pool?,7804,FreshCo Cambridge - COVID - PFIZER 12+ YEARS OLD,N1R 8L4,Ontario,1 Hespeler Road,Cambridge
a2t5o0000001c3EAAQ,Sobeys_Covid_Pool?,7222,Sobeys Etobicoke - COVID - PFIZER 12+ YEARS OLD,M8Y 1H6,Ontario,125 The Queensway,Etobicoke
a2t5o0000001c42AAA,Sobeys_Covid_Pool?,7208,FreshCo Markham - COVID - PFIZER 12+ YEARS OLD,L3P 8M1,Ontario,9580 McCowan Road,Markham
a2t5o0000001c43AAA,Sobeys_Covid_Pool?,7267,FreshCo Lundy's Lane - COVID - PFIZER 12+ YEARS OLD,L2H 1T6,Ontario,5931 Kalar Road,Niagara Falls
a2t5o0000001c2zAAA,Sobeys_Covid_Pool?,7269,Sobeys Burlington - COVID - PFIZER 12+ YEARS OLD,L7P 1X8,Ontario,1250 Brant St,Burlington
a2t5o0000003hpKAAQ,Sobeys_Covid_Pool?,7267,FreshCo Lundy's Lane - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L2H 1T6,Ontario,5931 Kalar Road,Niagara Falls
a2t5o0000003hzvAAA,Sobeys_Covid_Pool?,7271,Sobeys Belfield Long Term Care - COVID - MODERNA,M9W 1G1,Ontario,124 Belfield Rd. Unit 2,Toronto
a2t5o0000003hnqAAA,Sobeys_Covid_Pool?,7847,FreshCo Brantford - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N3S 2E3,Ontario,50 Market Street  South,Brantford
a2t5o0000003hjcAAA,Sobeys_Covid_Pool?,7258,Sobeys Alcona Beach - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L9S 4Y8,Ontario,2080 Jans Boulevard,Innisfil
a2t5o0000003hhaAAA,Sobeys_Covid_Pool?,7212,Sobeys Highland - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2M 3C5,Ontario,274 Highland Road West,Kitchener
a2t5o0000003hgbAAA,Sobeys_Covid_Pool?,7275,FreshCo Bathurst & Nassau - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,M5T 2S6,Ontario,410 Bathurst St,Toronto
a2t5o0000003hvIAAQ,Sobeys_Covid_Pool?,7223,Sobeys Peterborough - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K9J 2A1,Ontario,1200 Lansdowne Street W,Peterborough
a2t5o0000003hucAAA,Sobeys_Covid_Pool?,7234,Sobeys Orangeville - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L9W 5L1,Ontario,500 Riddell Road,Orangeville
a2t5o0000003hzlAAA,Sobeys_Covid_Pool?,7259,Sobeys Ira Needles - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N2N 0B2,Ontario,235 Ira Needles Blvd,Kitchener
a2t5o0000003i0AAAQ,Sobeys_Covid_Pool?,7506,Sobeys Chatham - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N7M 1W3,Ontario,215 Park Ave,Chatham
a2t5o0000003i0FAAQ,Sobeys_Covid_Pool?,7804,FreshCo Cambridge - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N1R 8L4,Ontario,1 Hespeler Road,Cambridge
a2t5o0000003i3xAAA,Sobeys_Covid_Pool?,12345678,Skedulo Test Location (Skedulo Use only) - COVID - MODERNA, USA,Ontario,1 Centre St, New York
a2t5o0000003i3sAAA,Sobeys_Covid_Pool?,12345678,Skedulo Test Location (Skedulo Use only) - COVID - PFIZER PEDIATRIC 5-11 YEARS O, USA,Ontario,1 Centre St, New York
a2t5o0000003i05AAA,Sobeys_Covid_Pool?,7276,FreshCo Mississauga & Financial - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L6Y 0E3,Ontario,Unit 11 - 8405 Financial Drive,Brampton
a2t5o00000001wTAAQ,Sobeys_Covid_Pool?,7216,Sobeys Lakeshore - COVID - PFIZER 12+ YEARS OLD,N9K 1C7,Ontario,19 Amy Croft Drive,Lakeshore
a2t5o00000001wYAAQ,Sobeys_Covid_Pool?,7243,FreshCo Lawrence/Midland - COVID - PFIZER 12+ YEARS OLD,M1P 2S1,Ontario,2650 Lawrence Avenue E,Scarborough
a2t5o00000001wiAAA,Sobeys_Covid_Pool?,7507,FreshCo Princess - COVID - MODERNA,K7M 3G1,Ontario,2327 Princess Street,Kingston
a2t5o00000001LnAAI,Sobeys_Covid_Pool?,2557,Lawtons Montague - COVID - MODERNA,C0A 1R0,Prince Edward Island,"407 MacIntyre Ave, PO Box 670",Montague
a2t5o0000002kOlAAI,Sobeys_Covid_Pool?,2557,Lawtons Montague - COVID - PFIZER,C0A 1R0,Prince Edward Island,"407 MacIntyre Ave, PO Box 670",Montague
a2t5o0000003hqAAAQ,Sobeys_Covid_Pool?,2557,Lawtons Montague - COVID - ASTRAZENECA,C0A 1R0,Prince Edward Island,"407 MacIntyre Ave, PO Box 670",Montague
a2t5o00000001GoAAI,Sobeys_Covid_Pool?,621,Sobeys Stratford - COVID - ASTRAZENECA,C1B 1L8,Prince Edward Island,9 Kinlock Road ,Stratford
a2t5o00000001LLAAY,Sobeys_Covid_Pool?,721,Sobeys Montague - COVID - MODERNA,C0A 1R0,Prince Edward Island,76-87 Main St,Montague
a2t5o00000001LMAAY,Sobeys_Covid_Pool?,826,Lawtons Friendly's Charlottetown - COVID - MODERNA,C1A 9M5,Prince Edward Island,220 Water Street,Charlottetown
a2t5o00000001LNAAY,Sobeys_Covid_Pool?,868,Sobeys Summerside - COVID - MODERNA,C1N 4P7,Prince Edward Island,475 Granville Street,Summerside
a2t5o00000001LOAAY,Sobeys_Covid_Pool?,870,Sobeys University Avenue - COVID - MODERNA,C1A 4N6,Prince Edward Island,400 University Avenue,Charlottetown
a2t5o00000001LfAAI,Sobeys_Covid_Pool?,372,Lawtons Charlottetown - COVID - MODERNA,C1A 1L2,Prince Edward Island,199 Grafton Street,Charlottetown
a2t5o00000001LgAAI,Sobeys_Covid_Pool?,628,Sobeys West Royalty - COVID - MODERNA,C1A 0C9,Prince Edward Island,39 Babineau Avenue,Charlottetown
a2t5o00000001LmAAI,Sobeys_Covid_Pool?,882,Lawtons Sherwood Centre - COVID - MODERNA,C1A 5P7,Prince Edward Island,161 St. Peter's Road,Charlottetown
a2t5o00000001M9AAI,Sobeys_Covid_Pool?,880,Lawtons Summerside - COVID - MODERNA,C1N 4P7,Prince Edward Island,475 Granville Street,Summerside
a2t5o00000001oKAAQ,Sobeys_Covid_Pool?,621,Sobeys Stratford - COVID - MODERNA,C1B 1L8,Prince Edward Island,9 Kinlock Road ,Stratford
